date,security_return,benchmark_return
2025-04-08,-0.001930000000,-0.001400000000
2025-04-09,-0.001485000000,-0.000700000000
2025-04-10,-0.000800000000,0.000000000000
2025-04-11,0.000125000000,0.000700000000
2025-04-14,0.001290000000,0.001400000000
2025-04-15,0.002695000000,0.002100000000
2025-04-16,0.004340000000,0.002800000000
2025-04-17,0.006225000000,0.003500000000
2025-04-18,-0.001825000000,-0.003500000000
2025-04-21,-0.002100000000,-0.002800000000
2025-04-22,-0.002135000000,-0.002100000000
2025-04-23,-0.001930000000,-0.001400000000
2025-04-24,-0.001485000000,-0.000700000000
2025-04-25,-0.000800000000,0.000000000000
2025-04-28,0.000125000000,0.000700000000
2025-04-29,0.001290000000,0.001400000000
2025-04-30,0.002695000000,0.002100000000
2025-05-01,0.004340000000,0.002800000000
2025-05-02,0.006225000000,0.003500000000
2025-05-05,-0.001825000000,-0.003500000000
2025-05-06,-0.002100000000,-0.002800000000
2025-05-07,-0.002135000000,-0.002100000000
2025-05-08,-0.001930000000,-0.001400000000
2025-05-09,-0.001485000000,-0.000700000000
2025-05-12,-0.000800000000,0.000000000000
2025-05-13,0.000125000000,0.000700000000
2025-05-14,0.001290000000,0.001400000000
2025-05-15,0.002695000000,0.002100000000
2025-05-16,0.004340000000,0.002800000000
2025-05-19,0.006225000000,0.003500000000
2025-05-20,-0.001825000000,-0.003500000000
2025-05-21,-0.002100000000,-0.002800000000
2025-05-22,-0.002135000000,-0.002100000000
2025-05-23,-0.001930000000,-0.001400000000
2025-05-26,-0.001485000000,-0.000700000000
2025-05-27,-0.000800000000,0.000000000000
2025-05-28,0.000125000000,0.000700000000
2025-05-29,0.001290000000,0.001400000000
2025-05-30,0.002695000000,0.002100000000
2025-06-02,0.004340000000,0.002800000000
2025-06-03,0.006225000000,0.003500000000
2025-06-04,-0.001825000000,-0.003500000000
2025-06-05,-0.002100000000,-0.002800000000
2025-06-06,-0.002135000000,-0.002100000000
2025-06-09,-0.001930000000,-0.001400000000
2025-06-10,-0.001485000000,-0.000700000000
2025-06-11,-0.000800000000,0.000000000000
2025-06-12,0.000125000000,0.000700000000
2025-06-13,0.001290000000,0.001400000000
2025-06-16,0.002695000000,0.002100000000
2025-06-17,0.004340000000,0.002800000000
2025-06-18,0.006225000000,0.003500000000
2025-06-19,-0.001825000000,-0.003500000000
2025-06-20,-0.002100000000,-0.002800000000
2025-06-23,-0.002135000000,-0.002100000000
2025-06-24,-0.001930000000,-0.001400000000
2025-06-25,-0.001485000000,-0.000700000000
2025-06-26,-0.000800000000,0.000000000000
2025-06-27,0.000125000000,0.000700000000
2025-06-30,0.001290000000,0.001400000000
2025-07-01,0.002695000000,0.002100000000
2025-07-02,0.004340000000,0.002800000000
2025-07-03,0.006225000000,0.003500000000
2025-07-04,-0.001825000000,-0.003500000000
2025-07-07,-0.002100000000,-0.002800000000
2025-07-08,-0.002135000000,-0.002100000000
2025-07-09,-0.001930000000,-0.001400000000
2025-07-10,-0.001485000000,-0.000700000000
2025-07-11,-0.000800000000,0.000000000000
2025-07-14,0.000125000000,0.000700000000
2025-07-15,0.001290000000,0.001400000000
2025-07-16,0.002695000000,0.002100000000
2025-07-17,0.004340000000,0.002800000000
2025-07-18,0.006225000000,0.003500000000
2025-07-21,-0.001825000000,-0.003500000000
2025-07-22,-0.002100000000,-0.002800000000
2025-07-23,-0.002135000000,-0.002100000000
2025-07-24,-0.001930000000,-0.001400000000
2025-07-25,-0.001485000000,-0.000700000000
2025-07-28,-0.000800000000,0.000000000000
2025-07-29,0.000125000000,0.000700000000
2025-07-30,0.012010000000,0.001400000000
2025-07-31,0.032815000000,0.002100000000
2025-08-01,-0.006380000000,0.002800000000
2025-08-04,0.006225000000,0.003500000000
2025-08-05,-0.001825000000,-0.003500000000
2025-08-06,-0.002100000000,-0.002800000000
2025-08-07,-0.002135000000,-0.002100000000
2025-08-08,-0.001930000000,-0.001400000000
2025-08-11,-0.001485000000,-0.000700000000
2025-08-12,-0.000800000000,0.000000000000
2025-08-13,0.000125000000,0.000700000000
2025-08-14,0.001290000000,0.001400000000
2025-08-15,0.002695000000,0.002100000000
2025-08-18,0.004340000000,0.002800000000
2025-08-19,0.006225000000,0.003500000000
2025-08-20,-0.001825000000,-0.003500000000
2025-08-21,-0.002100000000,-0.002800000000
2025-08-22,-0.002135000000,-0.002100000000
2025-08-25,-0.001930000000,-0.001400000000
2025-08-26,-0.001485000000,-0.000700000000
2025-08-27,-0.000800000000,0.000000000000
2025-08-28,0.000125000000,0.000700000000
2025-08-29,0.001290000000,0.001400000000
2025-09-01,0.002695000000,0.002100000000
2025-09-02,0.004340000000,0.002800000000
2025-09-03,0.006225000000,0.003500000000
2025-09-04,-0.001825000000,-0.003500000000
2025-09-05,-0.002100000000,-0.002800000000
2025-09-08,-0.002135000000,-0.002100000000
2025-09-09,-0.001930000000,-0.001400000000
2025-09-10,-0.001485000000,-0.000700000000
